id,num_orders
1028232,109.14000000000001
1127204,100.96399999999998
1212707,122.67
1082698,61.717000000000006
1400926,62.227
1284113,251.89600000000002
1197966,244.45
1132739,226.762
1057981,132.53799999999998
1095932,174.264
1454421,96.8621
1149765,258.838
1166964,362.62800000000004
1010949,289.11199999999997
1409575,48.611599999999996
1181616,25.113033333333334
1456020,240.86399999999998
1264395,209.298
1472931,149.47599999999997
1412015,147.79000000000002
1461229,191.916
1014564,191.35200000000003
1485914,126.30700476190478
1345389,121.9091761904762
1006833,97.97130476190476
1174921,26.1635
1175393,26.1635
1152412,27.96073333333333
1497398,29.54373333333333
1363486,27.348000000000003
1366766,28.071833333333338
1192413,28.071833333333338
1319547,202.32273333333333
1337684,225.746
1479766,216.56673333333333
1460444,1268.788
1139730,869.8815999999999
1115056,880.6576000000001
1335827,161.902
1385333,822.124
1096323,821.2719999999999
1230693,964.182
1027016,127.306
1181520,123.14423333333335
1306234,162.29
1271440,1055.0700000000002
1269834,575.618
1176823,1025.074
1193098,103.84083333333334
1034878,107.43433333333333
1010243,88.115
1451807,88.115
1016845,91.06466666666667
1198021,208.442
1413802,97.162
1231223,93.28799999999998
1274226,623.222
1425142,388.33000000000004
1211593,303.032
1419190,60.23133333333334
1180223,70.24466666666667
1194932,189.79399999999998
1323477,196.32999999999998
1371595,217.314
1171521,140.41936666666666
1052384,178.39873333333335
1060921,150.988
1261811,253.0541
1246502,229.79360000000003
1497466,292.0125
1232717,29.45
1136112,31.746550000000003
1196334,998.442
1349533,282.9308
1463406,299.90639999999996
1447686,177.8298333333333
1336105,215.17253333333332
1012855,458.8803333333334
1180646,462.5396666666667
1062490,314.086
1098228,737.9374666666666
1101375,753.8716666666667
1400016,754.9504666666668
1439889,79.86599999999999
1408468,71.17999999999999
1044490,85.096
1290002,772.5853333333334
1190633,796.777
1040430,1096.596
1049366,101.338
1224120,170.49
1293810,162.72199999999998
1197335,943.454
1323989,565.1600000000001
1129467,988.71
1229328,73.58326666666666
1164395,75.95160000000001
1217722,73.69800000000001
1171266,82.537
1024905,101.61999999999999
1343027,166.58800000000002
1141892,66.57199999999999
1302404,70.66600000000001
1170447,481.4120000000001
1140772,576.9100000000001
1103484,264.194
1387134,28.532
1117711,27.92106666666667
1472121,39.480333333333334
1289523,343.17400000000004
1091114,453.896
1043572,501.816
1103283,131.77866666666668
1265051,135.32799999999997
1168741,150.39600000000002
1052776,201.55190000000002
1206564,201.73773333333332
1302153,208.4092
1083754,44.66904761904762
1097952,49.084399999999995
1251605,44.9046
1333032,542.1278571428572
1086936,216.058
1088412,206.2070666666667
1236400,49.5
1244516,83.70393333333334
1380381,95.37
1495062,336.00600000000003
1439647,411.39399999999995
1019214,345.38
1316160,625.988
1022008,548.576
1138248,606.8019999999999
1052922,39.92999999999999
1181474,62.272000000000006
1046475,64.904
1216688,476.51599999999996
1067565,511.032
1008328,447.034
1430287,150.50799999999998
1406716,172.12800000000001
