id,num_orders
1028232,232.62878
1127204,210.42679
1212707,240.84384
1082698,19.376917
1400926,20.985638
1284113,241.13547
1197966,238.23795
1132739,287.17108
1057981,120.81543
1095932,154.27481
1454421,122.43791
1149765,336.65286
1166964,325.0423
1010949,255.72607
1409575,115.117386
1181616,43.133125
1456020,380.1275
1264395,138.10258
1472931,222.363
1412015,95.3715
1461229,106.65659
1014564,113.453415
1485914,136.04411
1345389,136.04411
1006833,136.04411
1174921,1.9725277
1175393,1.9725277
1152412,7.3879457
1497398,2.6671875
1363486,35.74335
1366766,39.265495
1192413,39.265495
1319547,170.2251
1337684,199.93678
1479766,156.9165
1460444,978.25134
1139730,687.4923
1115056,715.5813
1335827,198.9617
1385333,820.8258
1096323,806.00616
1230693,989.9152
1027016,156.9313
1181520,142.39542
1306234,172.4266
1271440,999.45325
1269834,545.4081
1176823,854.1014
1193098,121.49534
1034878,121.329834
1010243,201.68936
1451807,201.68936
1016845,202.39519
1198021,189.28867
1413802,107.80458
1231223,109.34617
1274226,549.4772
1425142,428.39175
1211593,442.5978
1419190,70.61989
1180223,70.280495
1194932,213.78775
1323477,203.96072
1371595,184.45045
1171521,147.60239
1052384,154.48495
1060921,137.21797
1261811,224.9947
1246502,218.30295
1497466,224.9947
1232717,58.75344
1136112,58.75344
1196334,634.5774
1349533,283.09793
1463406,280.54156
1447686,145.4843
1336105,145.4843
1012855,434.19547
1180646,425.14264
1062490,311.61923
1098228,710.81464
1101375,725.0697
1400016,694.9808
1439889,148.83508
1408468,170.0259
1044490,170.2713
1290002,724.10547
1190633,731.56635
1040430,1013.5121
1049366,174.93642
1224120,176.50679
1293810,191.64775
1197335,865.4209
1323989,579.5846
1129467,760.44403
1229328,87.18467
1164395,87.18467
1217722,138.21336
1171266,135.98418
1024905,161.56548
1343027,373.40408
1141892,91.87709
1302404,101.17638
1170447,543.05334
1140772,419.94223
1103484,416.34903
1387134,61.040703
1117711,61.040703
1472121,66.05159
1289523,398.8993
1091114,470.58774
1043572,499.4322
1103283,268.71576
1265051,249.17928
1168741,264.9459
1052776,210.2834
1206564,210.2834
1302153,210.2834
1083754,62.158165
1097952,62.158165
1251605,62.158165
1333032,566.6518
1086936,199.22284
1088412,201.77919
1236400,75.854004
1244516,85.951416
1380381,85.951416
1495062,371.03217
1439647,402.35025
1019214,349.74982
1316160,484.115
1022008,487.0086
1138248,496.75836
1052922,57.42644
1181474,124.57436
1046475,95.05902
1216688,386.7533
1067565,378.33112
1008328,422.3081
1430287,151.39474
1406716,150.83018
1105380,151.39474
1248694,464.9725
1252163,268.72626
1443474,438.0665
1033716,94.364395
1300295,94.364395
1311882,94.364395
1257968,144.47427
1226362,141.3378
1030655,137.5211
1210527,92.94252
1278927,64.87448
1232239,67.329216
1133067,343.07977
1382522,350.94553
1219136,343.07977
1498130,34.23936
1251629,34.23936
1032092,47.39697
1249865,183.5841
1207630,183.5841
1144733,183.5841
1436768,50.807785
1148964,50.807785
1237346,362.49164
1206015,142.33763
1105113,142.33763
1430481,65.53627
1001589,56.3556
1224132,74.89363
1074380,322.77762
1097109,257.2777
1211246,249.23306
1390579,251.08867
1473058,240.76382
1186964,248.36182
1222837,64.6735
1342393,39.9003
